state,county,year,snow_days
AK,VALDEZ-CORDOVA,2019,65
AK,BRISTOL BAY BOROUGH,2019,101
AK,JUNEAU BOROUGH,2019,59
TN,BLOUNT,2019,5
PA,DAUPHIN,2019,36
DC,LOUDOUN,2019,24
DE,NEW CASTLE,2019,14
OH,RICHLAND,2019,41
IL,ST. CLAIR,2019,16
MO,GREENE,2019,3
KS,SHAWNEE,2019,33
KS,CLOUD,2019,46
CO,ALAMOSA,2019,75
CO,EL PASO,2019,63
CO,ARAPAHOE,2019,49
NV,WHITE PINE,2019,93
CT,HARTFORD,2019,65
NY,ALBANY,2019,79
PA,ALLEGHENY,2019,33
OH,SUMMIT,2019,48
OH,CUYAHOGA,2019,49
OH,TRUMBULL,2019,57
PA,ERIE,2019,56
NY,ERIE,2019,84
IL,COOK,2019,53
IL,PEORIA,2019,40
IN,ALLEN,2019,42
IN,MIAMI,2019,31
OH,LUCAS,2019,33
MI,WAYNE,2019,43
IL,WINNEBAGO,2019,66
IA,POLK,2019,78
IA,CERRO GORDO,2019,84
NE,DOUGLAS,2019,74
NE,LANCASTER,2019,54
NE,ADAMS,2019,44
NE,SARPY,2019,59
IA,WOODBURY,2019,56
NE,LINCOLN,2019,47
WY,LARAMIE,2019,60
NE,SCOTTS BLUFF,2019,37
WY,NATRONA,2019,91
UT,SALT LAKE,2019,58
UT,DAVIS,2019,65
NV,ELKO,2019,64
ME,PENOBSCOT,2019,108
VT,CHITTENDEN,2019,122
MI,KENT,2019,77
MI,MUSKEGON,2019,96
MI,GENESEE,2019,70
MI,SAGINAW,2019,57
MI,ROSCOMMON,2019,110
MI,GRAND TRAVERSE,2019,118
MI,ALPENA,2019,126
WI,MILWAUKEE,2019,79
WI,LA CROSSE,2019,88
WI,CHIPPEWA,2019,113
WI,JUNEAU,2019,72
MN,OLMSTED,2019,109
WI,BROWN,2019,107
WI,WINNEBAGO,2019,57
WI,MARATHON,2019,100
SD,MINNEHAHA,2019,94
SD,ROBERTS,2019,131
SD,BEADLE,2019,126
SD,DAVISON,2019,123
SD,CODINGTON,2019,136
MN,SHERBURNE,2019,126
MN,CROW WING,2019,132
SD,HUGHES,2019,128
MN,HENNEPIN,2019,99
SD,BROWN,2019,134
SD,WALWORTH,2019,130
MT,YELLOWSTONE,2019,90
MT,FERGUS,2019,108
MT,GALLATIN,2019,112
ME,AROOSTOOK,2019,163
MI,CHIPPEWA,2019,166
MN,ST. LOUIS,2019,153
MN,KOOCHICHING,2019,155
ND,BURLEIGH,2019,129
MT,VALLEY,2019,104
MT,GLACIER,2019,110
MT,BEAVERHEAD,2019,81
MT,LEWIS AND CLARK,2019,116
MT,MISSOULA,2019,98
MT,CASCADE,2019,117
MT,HILL,2019,96
MT,FLATHEAD,2019,77
WA,SPOKANE,2019,83
WA,KING,2019,12
NY,JEFFERSON,2019,91
NH,HILLSBOROUGH,2019,71
IA,SCOTT,2019,46
NY,QUEENS,2019,19
OH,GREENE,2019,33
AK,NOME,2018,129
AK,VALDEZ-CORDOVA,2018,87
AK,JUNEAU BOROUGH,2018,81
SC,CHARLESTON,2018,7
GA,FULTON,2018,4
PA,DAUPHIN,2018,38
DC,LOUDOUN,2018,10
PA,PHILADELPHIA,2018,14
VA,CAMPBELL,2018,9
VA,ROANOKE,2018,18
WV,RANDOLPH,2018,47
KY,BOONE,2018,28
IN,VANDERBURGH,2018,11
IN,MARION,2018,29
IL,SANGAMON,2018,31
CO,PUEBLO,2018,9
NV,WHITE PINE,2018,40
PA,LYCOMING,2018,31
NY,ALBANY,2018,91
IN,ALLEN,2018,25
IN,MIAMI,2018,24
IL,COOK,2018,49
IN,ST. JOSEPH,2018,48
MI,WAYNE,2018,54
IA,BLACK HAWK,2018,61
NE,ADAMS,2018,53
IA,WOODBURY,2018,80
NE,SCOTTS BLUFF,2018,13
NV,ELKO,2018,41
NV,HUMBOLDT,2018,38
MI,BERRIEN,2018,44
MI,GRAND TRAVERSE,2018,96
WI,JUNEAU,2018,68
MN,HENNEPIN,2018,133
MT,YELLOWSTONE,2018,83
ID,ADA,2018,28
MT,BEAVERHEAD,2018,53
MT,LEWIS AND CLARK,2018,86
AK,NOME,2020,14
CO,MESA,2020,12
NV,CHURCHILL,2020,1
NY,QUEENS,2020,12
NV,LANDER,2006,6
NY,JEFFERSON,2006,69
TX,WICHITA,2006,1
MN,SHERBURNE,2006,79
IA,CERRO GORDO,2006,31
NY,CHEMUNG,2006,13
IA,WOODBURY,2006,19
CA,SANTA BARBARA,2006,2
TX,LUBBOCK,2006,5
ID,ADA,2006,5
NY,QUEENS,2006,15
MD,PRINCE GEORGE'S,2013,3
MI,MACOMB,2013,94
OR,UMATILLA,2013,94
MT,BEAVERHEAD,2013,31
IA,WOODBURY,2013,52
IA,BLACK HAWK,2013,80
CO,MESA,2013,61
NJ,ATLANTIC,2013,6
UT,SALT LAKE,2013,90
PA,DAUPHIN,2013,29
AK,BRISTOL BAY BOROUGH,2013,105
OH,SUMMIT,2013,81
PA,ERIE,2013,64
IA,DUBUQUE,2013,89
NY,ALBANY,2013,68
MT,FLATHEAD,2013,57
IN,VANDERBURGH,2013,13
PA,LEHIGH,2013,23
SD,PENNINGTON,2013,60
ND,BURLEIGH,2013,108
RI,KENT,2013,39
DE,NEW CASTLE,2013,10
NE,CHERRY,2013,73
NM,CHAVES,2013,5
SD,CODINGTON,2013,137
KY,FAYETTE,2013,9
ID,ADA,2013,49
MI,GENESEE,2013,82
KY,BOONE,2013,33
MI,OAKLAND,2013,70
OH,FRANKLIN,2013,54
MI,KENT,2013,94
NJ,BERGEN,2013,12
NY,NEW YORK,2013,16
NE,LANCASTER,2013,37
NY,SULLIVAN,2013,20
IL,COOK,2010,93
MI,GRAND TRAVERSE,2010,100
OH,GREENE,2010,60
AK,FAIRBANKS NORTH STAR BOROUGH,2010,187
ND,GRAND FORKS,2010,121
NH,COOS,2010,220
NE,SARPY,2010,62
AK,VALDEZ-CORDOVA,2010,218
AK,YUKON-KOYUKUK,2010,203
AK,MATANUSKA-SUSITNA BOROUGH,2010,198
AK,SKAGWAY-HOONAH-ANGOON,2010,51
CA,NEVADA,2010,95
MT,GRANITE,2010,101
ME,AROOSTOOK,2010,107
SD,PENNINGTON,2010,48
IL,PEORIA,2010,76
IN,ST. JOSEPH,2010,94
NY,ERIE,2010,102
IA,POLK,2010,94
MT,VALLEY,2010,117
MI,CHIPPEWA,2010,116
WY,NATRONA,2010,58
NV,ELKO,2010,91
PA,ERIE,2010,100
WI,BROWN,2010,94
MI,OAKLAND,2010,87
NV,WHITE PINE,2010,127
AK,ALEUTIANS EAST BOROUGH,2010,117
MI,KENT,2010,99
NJ,BERGEN,2010,14
NE,MADISON,2010,78
IL,SANGAMON,2010,53
AK,SOUTHEAST FAIRBANKS,2010,211
ND,WILLIAMS,2010,121
NE,SCOTTS BLUFF,2010,19
NE,LANCASTER,2010,67
AK,ALEUTIANS WEST,2010,126
IN,VANDERBURGH,2010,20
MN,KOOCHICHING,2010,120
WA,YAKIMA,2010,44
OH,CLARK,2010,20
OK,OKLAHOMA,2010,13
IA,WOODBURY,2010,86
AK,YAKUTAT BOROUGH,2010,118
KY,BOONE,2010,62
AK,NOME,2010,201
WI,MARATHON,2010,97
AK,ANCHORAGE BOROUGH,2010,170
NE,LINCOLN,2010,27
VA,HENRICO,2010,27
MI,GENESEE,2010,96
NY,QUEENS,2010,34
WI,LA CROSSE,2010,98
MT,MISSOULA,2010,41
WI,DANE,2010,101
VA,LOUDOUN,2010,36
AK,BETHEL,2010,155
OH,MONTGOMERY,2010,68
CO,ALAMOSA,2010,46
IN,ALLEN,2010,60
WI,MILWAUKEE,2010,82
CO,MESA,2010,50
MT,FERGUS,2010,76
ND,BURLEIGH,2010,127
OH,LUCAS,2010,55
AK,JUNEAU BOROUGH,2010,55
OR,KLAMATH,2010,35
NM,UNION,2010,32
MI,ALPENA,2010,103
SD,CODINGTON,2010,111
NY,ONONDAGA,2010,99
VT,CHITTENDEN,2010,99
PA,ALLEGHENY,2010,84
MT,CASCADE,2010,84
KS,CLOUD,2010,36
WY,LARAMIE,2010,39
VA,CAMPBELL,2010,41
MN,ST. LOUIS,2010,130
ME,CUMBERLAND,2010,44
IN,MARION,2010,65
AK,KODIAK ISLAND BOROUGH,2010,54
IL,WINNEBAGO,2010,86
IA,CERRO GORDO,2010,94
AK,BRISTOL BAY BOROUGH,2010,106
OH,CUYAHOGA,2010,97
MD,ANNE ARUNDEL,2010,33
MT,GLACIER,2010,62
TX,POTTER,2010,30
MT,LEWIS AND CLARK,2010,94
PA,LYCOMING,2010,41
NE,DOUGLAS,2010,87
MO,GREENE,2010,18
MT,FLATHEAD,2010,86
MI,WAYNE,2010,56
UT,SALT LAKE,2010,53
AK,NORTHWEST ARCTIC BOROUGH,2010,206
CT,FAIRFIELD,2010,38
PA,LEHIGH,2010,42
SD,BEADLE,2010,94
OH,SUMMIT,2010,87
MI,CLINTON,2010,99
KS,SHAWNEE,2010,30
TX,WICHITA,2010,2
NV,HUMBOLDT,2010,29
NY,MONROE,2010,90
SD,BROWN,2010,105
NJ,ATLANTIC,2010,35
KY,FAYETTE,2010,39
OH,TRUMBULL,2010,101
TN,SULLIVAN,2010,31
WA,SPOKANE,2010,41
WV,KANAWHA,2010,67
WY,FREMONT,2010,102
NY,ALBANY,2010,51
VA,NORFOLK (CITY),2010,18
AK,DENALI BOROUGH,2010,97
OR,UMATILLA,2010,134
SD,MINNEHAHA,2010,100
WI,JUNEAU,2010,82
DE,NEW CASTLE,2010,26
IA,BLACK HAWK,2010,92
ME,PENOBSCOT,2010,69
MN,HENNEPIN,2010,116
MD,PRINCE GEORGE'S,2010,5
MA,NORFOLK,2010,55
OH,RICHLAND,2010,83
MI,ROSCOMMON,2010,101
CO,ARAPAHOE,2010,41
MI,MACOMB,2010,51
NH,HILLSBOROUGH,2010,36
MI,MUSKEGON,2010,98
VA,ROANOKE,2010,40
MN,SHERBURNE,2010,111
OH,FRANKLIN,2010,70
PA,MONTGOMERY,2010,33
NC,GUILFORD,2010,23
PA,DAUPHIN,2010,35
MT,YELLOWSTONE,2010,93
MO,ST. LOUIS,2010,34
MN,OLMSTED,2010,101
NY,NEW YORK,2010,23
NV,WASHOE,2010,25
AL,MONTGOMERY,2010,2
MT,BEAVERHEAD,2010,50
PA,PHILADELPHIA,2010,28
VA,ACCOMACK,2010,28
TX,LUBBOCK,2010,9
MT,HILL,2010,123
NE,HALL,2010,65
VA,ARLINGTON,2010,30
WV,RANDOLPH,2010,88
MD,CALVERT,2010,31
ND,CASS,2010,9
AK,YUKON-KOYUKUK,2009,210
AK,DENALI BOROUGH,2009,84
AK,VALDEZ-CORDOVA,2009,219
AK,SKAGWAY-HOONAH-ANGOON,2009,121
MT,GRANITE,2009,55
AK,MATANUSKA-SUSITNA BOROUGH,2009,174
ID,CARIBOU,2009,89
NH,COOS,2009,195
SD,BEADLE,2009,84
CA,NEVADA,2009,89
NY,SULLIVAN,2009,38
MT,FLATHEAD,2009,106
MN,KOOCHICHING,2009,137
NE,LANCASTER,2009,44
WI,LA CROSSE,2009,83
NE,CHERRY,2009,41
OK,TULSA,2009,15
PA,LYCOMING,2009,43
AK,FAIRBANKS NORTH STAR BOROUGH,2009,189
NV,WHITE PINE,2009,78
AK,ALEUTIANS EAST BOROUGH,2009,57
NY,ALBANY,2009,55
WA,KING,2009,8
WI,BROWN,2009,100
MT,HILL,2009,92
MI,MUSKEGON,2009,77
ID,POWER,2009,53
AK,BRISTOL BAY BOROUGH,2009,139
NH,HILLSBOROUGH,2009,93
MN,HENNEPIN,2009,90
PA,ALLEGHENY,2009,51
IL,WINNEBAGO,2009,74
IN,ST. JOSEPH,2009,64
KS,CLOUD,2009,25
NV,ELKO,2009,69
NY,ERIE,2009,76
MI,CHIPPEWA,2009,133
AK,NOME,2009,211
WI,DANE,2009,86
NJ,BERGEN,2009,14
AK,PRINCE OF WALES-OUTER KETCHIKA,2009,33
AK,KODIAK ISLAND BOROUGH,2009,109
MT,CASCADE,2009,79
AK,ALEUTIANS WEST,2009,134
AK,ANCHORAGE BOROUGH,2009,157
AK,JUNEAU BOROUGH,2009,110
OH,TRUMBULL,2009,68
WV,KANAWHA,2009,38
AK,YAKUTAT BOROUGH,2009,171
WY,FREMONT,2009,74
AK,NORTHWEST ARCTIC BOROUGH,2009,203
MI,GENESEE,2009,76
NV,WASHOE,2009,26
OH,FRANKLIN,2009,37
IA,DUBUQUE,2009,62
MI,GRAND TRAVERSE,2009,109
OR,UMATILLA,2009,151
SD,CODINGTON,2009,110
WY,LARAMIE,2009,59
AK,BETHEL,2009,160
MI,MACOMB,2009,48
NM,CHAVES,2009,3
IA,POLK,2009,65
MD,CALVERT,2009,6
WI,JUNEAU,2009,67
OR,HARNEY,2009,10
IA,CERRO GORDO,2009,77
MA,BARNSTABLE,2009,30
CO,MESA,2009,53
CO,ARAPAHOE,2009,68
IL,COOK,2009,67
OH,CUYAHOGA,2009,59
MT,GLACIER,2009,63
KS,SHAWNEE,2009,14
ND,WILLIAMS,2009,97
ME,AROOSTOOK,2009,124
KY,BOONE,2009,30
ME,PENOBSCOT,2009,106
SD,MEADE,2009,42
ND,GRAND FORKS,2009,128
UT,DAVIS,2009,49
MA,NORFOLK,2009,70
SD,BROWN,2009,98
NJ,ATLANTIC,2009,20
NE,SCOTTS BLUFF,2009,55
TX,TOM GREEN,2009,1
VA,CAMPBELL,2009,16
MN,SHERBURNE,2009,106
PA,LEBANON,2009,7
MT,VALLEY,2009,87
TN,BLOUNT,2009,9
CO,EL PASO,2009,21
PA,ERIE,2009,64
IL,PEORIA,2009,44
TX,POTTER,2009,12
MD,ANNE ARUNDEL,2009,22
ID,ADA,2009,26
KS,FORD,2009,12
NY,QUEENS,2009,39
WI,MARATHON,2009,91
VT,CHITTENDEN,2009,82
NE,MADISON,2009,68
SD,PENNINGTON,2009,64
ME,CUMBERLAND,2009,94
MI,KENT,2009,77
NM,UNION,2009,5
MN,ST. LOUIS,2009,121
MT,MISSOULA,2009,54
ND,BURLEIGH,2009,130
MT,YELLOWSTONE,2009,78
NV,HUMBOLDT,2009,34
MN,OLMSTED,2009,86
AK,SOUTHEAST FAIRBANKS,2009,187
OH,LUCAS,2009,47
MI,CLINTON,2009,73
NY,NEW YORK,2009,27
NE,SARPY,2009,45
TX,LUBBOCK,2022,4
TX,EL PASO,2022,2
OK,KIOWA,2022,4
VA,ACCOMACK,2022,10
PA,LYCOMING,2022,60
AK,MATANUSKA-SUSITNA BOROUGH,2011,202
AK,VALDEZ-CORDOVA,2011,210
NE,CHERRY,2011,68
IN,MIAMI,2011,27
NH,COOS,2011,201
CO,MESA,2011,28
NY,SULLIVAN,2011,28
CA,NEVADA,2011,76
AK,ALEUTIANS WEST,2011,107
AK,NORTHWEST ARCTIC BOROUGH,2011,219
MT,FLATHEAD,2011,74
MN,ST. LOUIS,2011,132
MT,CASCADE,2011,63
NY,NEW YORK,2011,53
OH,LUCAS,2011,56
IN,ALLEN,2011,63
MI,ROSCOMMON,2011,107
AK,YUKON-KOYUKUK,2011,216
OR,UMATILLA,2011,155
NY,MONROE,2011,80
SD,MINNEHAHA,2011,71
MI,KENT,2011,76
KY,FAYETTE,2011,19
SD,BROWN,2011,92
IN,ST. JOSEPH,2011,61
MI,WAYNE,2011,65
MT,HILL,2011,81
AK,ALEUTIANS EAST BOROUGH,2011,51
SD,BEADLE,2011,87
SD,CODINGTON,2011,91
MT,FERGUS,2011,81
MN,SHERBURNE,2011,96
WA,YAKIMA,2011,20
MT,MISSOULA,2011,81
WI,MILWAUKEE,2011,67
TN,SULLIVAN,2011,17
AK,BETHEL,2011,181
KS,SHAWNEE,2011,37
OH,RICHLAND,2011,51
KY,JEFFERSON,2011,12
NE,DOUGLAS,2011,52
MI,ALPENA,2011,108
AK,BRISTOL BAY BOROUGH,2011,124
MN,HENNEPIN,2011,105
AK,FAIRBANKS NORTH STAR BOROUGH,2011,193
IA,POLK,2011,60
ND,GRAND FORKS,2011,100
IN,VANDERBURGH,2011,6
SD,PENNINGTON,2011,65
AK,KODIAK ISLAND BOROUGH,2011,76
ND,BURLEIGH,2011,112
NY,QUEENS,2011,47
AK,ANCHORAGE BOROUGH,2011,166
MI,GENESEE,2011,86
NH,MERRIMACK,2011,111
ND,WILLIAMS,2011,104
IL,SANGAMON,2011,38
NE,LANCASTER,2011,45
MT,VALLEY,2011,128
UT,SALT LAKE,2011,41
AK,JUNEAU BOROUGH,2011,91
NJ,BERGEN,2011,41
NH,HILLSBOROUGH,2011,67
IL,COOK,2011,51
OH,SUMMIT,2011,60
SD,HUGHES,2011,58
IA,DUBUQUE,2011,56
NJ,ATLANTIC,2011,21
AK,SOUTHEAST FAIRBANKS,2011,205
OH,TRUMBULL,2011,73
NV,HUMBOLDT,2011,26
MI,CLINTON,2011,79
MT,YELLOWSTONE,2011,69
WV,KANAWHA,2011,26
WA,SPOKANE,2011,43
OH,MONTGOMERY,2011,43
MO,ST. LOUIS,2011,42
SD,MEADE,2011,30
NY,ONONDAGA,2011,80
AK,YAKUTAT BOROUGH,2011,155
MA,NORFOLK,2011,73
PA,MONTGOMERY,2011,28
AK,NOME,2011,205
TX,LUBBOCK,2011,11
NM,UNION,2011,33
ME,CUMBERLAND,2011,89
TX,POTTER,2011,16
KS,CLOUD,2011,27
MT,LEWIS AND CLARK,2011,57
ID,POWER,2011,66
MN,OLMSTED,2011,89
IA,BLACK HAWK,2011,53
PA,PHILADELPHIA,2011,26
PA,ERIE,2011,68
MI,MACOMB,2011,87
NJ,ESSEX,2011,55
WY,LARAMIE,2011,49
WI,BROWN,2011,96
WI,DANE,2011,82
IA,WOODBURY,2011,61
ME,PENOBSCOT,2011,98
WY,FREMONT,2011,106
PA,ALLEGHENY,2011,46
NE,LINCOLN,2011,44
NE,HALL,2011,60
NE,SARPY,2011,52
AK,NORTH SLOPE BOROUGH,2011,5
WI,JUNEAU,2011,75
AK,SKAGWAY-HOONAH-ANGOON,2011,44
NE,LANCASTER,2007,73
OR,KLAMATH,2007,36
IN,ST. JOSEPH,2007,86
TX,POTTER,2007,27
NY,ONONDAGA,2007,111
NY,ALBANY,2007,69
SD,MINNEHAHA,2007,97
OH,FRANKLIN,2007,41
KS,CLOUD,2007,48
WA,KING,2007,9
OK,TULSA,2007,16
NJ,ATLANTIC,2007,8
AK,KODIAK ISLAND BOROUGH,2007,89
NE,MADISON,2007,66
SD,BEADLE,2007,100
OH,CLARK,2007,18
MA,NORFOLK,2007,54
NV,ELKO,2007,71
NV,HUMBOLDT,2007,13
MD,ANNE ARUNDEL,2007,23
MI,WAYNE,2007,47
IN,MIAMI,2009,13
MI,KALAMAZOO,2009,48
VA,ARLINGTON,2009,16
TX,TARRANT,2009,3
IA,BLACK HAWK,2009,72
MI,OAKLAND,2009,68
NE,DOUGLAS,2009,55
MT,FERGUS,2009,93
MI,ALPENA,2009,114
IN,MARION,2009,34
MI,WAYNE,2009,53
NY,MONROE,2009,78
OH,SUMMIT,2009,56
WA,SPOKANE,2009,79
OH,RICHLAND,2009,50
NY,ONONDAGA,2009,80
OR,KLAMATH,2009,19
MI,ROSCOMMON,2009,115
OH,GREENE,2009,26
PA,LEHIGH,2009,36
NC,GUILFORD,2009,11
WV,RANDOLPH,2009,45
NE,HALL,2009,48
RI,KENT,2009,54
WI,MILWAUKEE,2009,80
MT,BEAVERHEAD,2009,41
WY,NATRONA,2009,62
OH,CLARK,2009,11
VA,NORFOLK (CITY),2018,12
VA,LOUDOUN,2018,10
MD,ANNE ARUNDEL,2018,14
OH,RICHLAND,2018,37
OH,MONTGOMERY,2018,37
MO,GREENE,2018,8
NJ,BERGEN,2018,12
WY,LARAMIE,2018,30
UT,DAVIS,2018,46
ND,WARD,2018,15
IA,SCOTT,2018,29
TX,DALLAM,2018,4
MA,NORFOLK,2019,32
MA,HAMPDEN,2019,59
OK,GARFIELD,2019,2
WV,KANAWHA,2019,16
KY,FAYETTE,2019,16
OH,MONTGOMERY,2019,47
MO,ST. LOUIS,2019,36
IN,MARION,2019,40
MO,JOHNSON,2019,25
KS,FORD,2019,25
KS,SHERMAN,2019,37
CO,MESA,2019,28
PA,LYCOMING,2019,32
NY,ONONDAGA,2019,104
NY,MONROE,2019,86
MI,CLINTON,2019,47
IL,ROCK ISLAND,2019,11
IA,DUBUQUE,2019,67
IA,BLACK HAWK,2019,76
NE,HALL,2019,45
NE,MADISON,2019,47
NE,CHERRY,2019,76
NH,MERRIMACK,2019,112
ME,CUMBERLAND,2019,90
WI,WOOD,2019,83
SD,PENNINGTON,2019,38
OR,UMATILLA,2019,32
ND,CASS,2019,133
WA,PIERCE,2019,9
WV,KANAWHA,2018,24
WI,DANE,2018,66
AK,WRANGELL-PETERSBURG,2018,11
IL,ROCK ISLAND,2018,2
KS,SHERMAN,2018,28
OR,UMATILLA,2018,20
MA,HAMPDEN,2018,44
AK,NORTH SLOPE BOROUGH,2018,11
OH,GREENE,2018,23
KS,FORD,2018,15
TN,SULLIVAN,2018,16
AK,NORTH SLOPE BOROUGH,2017,11
AK,ALEUTIANS EAST BOROUGH,2017,30
WA,ISLAND,2017,4
MS,LAUDERDALE,2017,2
OH,MONTGOMERY,2017,26
MO,ST. LOUIS,2017,12
OH,CUYAHOGA,2017,50
MI,WAYNE,2017,38
IA,FLOYD,2017,39
IA,BLACK HAWK,2017,15
ND,CASS,2017,48
WA,FRANKLIN,2017,43
WA,WALLA WALLA,2017,29
NH,COOS,2014,163
PA,DAUPHIN,2014,48
AK,NORTH SLOPE BOROUGH,2014,16
WI,BROWN,2014,113
DE,NEW CASTLE,2014,34
CO,EL PASO,2014,46
MN,ST. LOUIS,2014,165
MT,FERGUS,2014,77
KS,CLOUD,2014,28
ME,AROOSTOOK,2014,162
MD,ANNE ARUNDEL,2014,32
MI,MUSKEGON,2014,112
KS,FORD,2014,28
IA,BLACK HAWK,2014,84
MI,OAKLAND,2014,88
WI,CHIPPEWA,2014,131
OR,UMATILLA,2014,67
IA,POLK,2014,77
CT,FAIRFIELD,2014,51
AK,JUNEAU BOROUGH,2014,51
SD,CODINGTON,2014,121
NY,ALBANY,2014,92
IN,MIAMI,2014,49
KY,BOONE,2014,50
TX,DALLAM,2014,12
ID,ADA,2014,19
AK,KODIAK ISLAND BOROUGH,2014,26
NJ,ESSEX,2014,43
AK,YAKUTAT BOROUGH,2014,98
IN,MARION,2014,58
MO,ST. LOUIS,2014,35
KY,JEFFERSON,2014,37
NE,SCOTTS BLUFF,2014,49
NE,LINCOLN,2014,30
CO,ALAMOSA,2014,50
KS,SHERMAN,2014,33
WI,MILWAUKEE,2014,82
NE,SARPY,2014,23
NJ,BURLINGTON,2014,8
UT,DAVIS,2014,32
AK,VALDEZ-CORDOVA,2012,206
AK,MATANUSKA-SUSITNA BOROUGH,2012,210
NH,COOS,2012,184
AK,YUKON-KOYUKUK,2012,213
OR,HOOD RIVER,2012,13
AK,SKAGWAY-HOONAH-ANGOON,2012,83
WI,JUNEAU,2012,34
AK,NORTH SLOPE BOROUGH,2012,9
AK,FAIRBANKS NORTH STAR BOROUGH,2012,188
WI,BROWN,2012,54
MI,MACOMB,2012,47
WA,BENTON,2012,10
WI,MILWAUKEE,2012,46
CA,NEVADA,2012,58
OH,LUCAS,2012,17
NY,ONONDAGA,2012,48
NY,SULLIVAN,2012,13
AK,ALEUTIANS WEST,2012,179
SD,CODINGTON,2012,61
OH,CUYAHOGA,2012,42
AK,JUNEAU BOROUGH,2012,91
AK,BRISTOL BAY BOROUGH,2012,160
MI,CHIPPEWA,2012,116
MI,ALPENA,2012,98
VT,CHITTENDEN,2012,58
AK,YAKUTAT BOROUGH,2012,195
ND,CASS,2012,98
MI,GRAND TRAVERSE,2012,71
ND,BURLEIGH,2012,56
NY,MONROE,2012,52
NY,ERIE,2012,45
VA,ARLINGTON,2012,2
WI,LA CROSSE,2012,58
SD,DAVISON,2012,54
MI,OAKLAND,2012,36
AK,ALEUTIANS EAST BOROUGH,2012,140
AK,KODIAK ISLAND BOROUGH,2012,122
WI,DANE,2012,64
AK,BETHEL,2012,143
NE,LINCOLN,2012,28
MT,FLATHEAD,2012,50
MI,CLINTON,2012,41
UT,SALT LAKE,2012,46
MN,KOOCHICHING,2012,114
AK,ANCHORAGE BOROUGH,2012,174
OR,UMATILLA,2012,123
KS,SHAWNEE,2012,6
IA,BLACK HAWK,2012,38
WY,FREMONT,2012,80
IA,CERRO GORDO,2012,47
SD,HUGHES,2012,47
WA,YAKIMA,2012,35
WI,WOOD,2012,73
MN,SHERBURNE,2012,89
MI,MUSKEGON,2012,56
MN,OLMSTED,2012,44
AK,SOUTHEAST FAIRBANKS,2012,192
OH,RICHLAND,2012,30
IN,MARION,2012,23
MT,YELLOWSTONE,2012,46
OH,TRUMBULL,2012,51
MN,HENNEPIN,2012,65
OH,FRANKLIN,2012,24
WI,MARATHON,2012,95
AK,NORTHWEST ARCTIC BOROUGH,2012,166
MN,ST. LOUIS,2012,102
MI,ROSCOMMON,2012,105
SD,BEADLE,2012,59
MT,HILL,2012,50
ND,GRAND FORKS,2012,119
